用心	用心	yong4xin1	motive; intention; attentively; diligently
小心	小心	xiao3xin1	be careful
必	必	bi4	(inevitably) certainly; must; necessarily; will
必要	必要	bi4yao4	necessary; essential; indispensable
不必	不必	bu2bi4	need not; does not have to; not necessarily
相	相	xiang1, xiang4	each other; mutually; size up by appearance; appearance; posture; Japanese government minister
相同	相同	xiang1tong2	identical; same; alike
想	想	xiang3	think; believe; suppose; would like to; remember with longing; to miss
理想	理想	li3xiang3	a dream; an ideal; perfection; ideal; perfect; desirable
想法	想法	xiang3fa3	idea; way of thinking; opinion; to think of a way
想一下	想一下	xiang3yi5xia4	give it some thought; to think
思	思	si1	think; consider
思想	思想	si1xiang3	thought; thinking; idea; ideology
今	今	jin1	now; at present; today; modern
今天	今天	jin1tian1	today; at the present; now
今后	今後	jin1hou4	from now on; in the future
念	念	nian4	read aloud; to study; to miss or think of somebody
想念	想念	xiang3nian4	to miss; remember with longing; long to see again
年	年	nian2	year
今年	今年	jin1nian2	this year
去年	去年	qu4nian2	last year
明年	明年	ming2nian2	next year
没	沒	mei2, mo4	not have; there is not; (negative verb prefix)<br/>to drown; submerge
没有	沒有	mei2you3	not have; there is not; haven't; hasn't
没用	沒用	mei2 yong4	useless
广	广	guang3, yan3	[shelter - only radical] sloping roof; wide; spread (Kangxi radical 53; relates to buildings or places)
广大	廣大	guang3da4	vast; extensive
广告	廣告	guang3gao4	advertisement; a commercial
床	床	chuang2	bed; couch; mv for blankets, duvets or sheets
河床	河床	he2chuang2	riverbed
机床	機床	ji1chuang2	machine tools
床上	床上	chuang2shang5	in bed
长	長	chang2, zhang3	long; length<br/>grow; chief (Kangxi radical 168)
长江	長江	Chang2jiang1	the Yangtze River; the Changjiang River
长大	長大	zhang3da4	grow up
生长	生長	sheng1zhang3	grow; grow up; growth
班长	班長	ban1zhang3	class monitor; team leader
弓	弓	gong1	bow (weapon) (Kangxi radical 57)
