西元	西元	xi1yuan2	A.D. (Anno Domini)
推翻	推翻	tui1fan1	to overthrow; to overturn; topple; repudiate; cancel; to reverse
心中	心中	xin1zhong1	in one's thoughts; in one's heart
名言	名言	ming2yan2	well-known saying; famous remark
建造	建造	jian4zao4	construct; to build; make
塑造	塑造	su4zao4	to shape; to mold; to model
命运	命運	ming4yun4	fate; destiny
本身	本身	ben3shen1	itself; in itself; per se
地标	地標	di4biao1	landmark
参考	參考	can1kao3	to reference; refer to; consult
外观	外觀	wai4guan1	to view sth. from the outside; exterior appearance or condition
叠	疊	die2	to fold; (mw for folded things)
盆子	盆子	pen2zi5	basin
斜	斜	xie2	slanting; tilted
墙面	牆面	qiang2mian4	wall face
聚宝盆	聚寶盆	ju4bao3pen2	magic cauldron; (literally) collect treasure bowl
角	角	jiao3, jue2	horn; angle; unit of money (1/10 yuan); corner (Kangxi radical 148)<br/>role (theater)
龙	龍	long2	dragon (Kangxi radical 212)
古	古	gu3	ancient; old
钱币	錢幣	qian2bi4	money
屋顶	屋頂	wu1ding3	roof
龟	龜	gui1	tortoise; turtle (Kangxi radical 213)
招财	招財	zhao1cai2	inviting wealth
侧门	側門	ce4men2	side entrance/door
遮雨棚	遮雨棚	zhe1yu3peng2	canopy, awning
如意	如意	ru2yi4	according to one's wishes; jade ornament symbolizing good luck
设计	設計	she4ji4	to plan; to design; design
偶然	偶然	ou3ran2	(adjective) accidental; occasional; fortuitous; chance);; (adverb) accidentally; by accident; by chance; once in a while; occasionally
晋代	晉代	Jin4dai4	Jin Dynasty
郭璞	郭璞	guo1pu2	Guo Pu
英国	英國	Ying1guo2	Britain; England
邱吉尔	邱吉爾	Qiu1ji2'er3	Winston Churchill (1874-1965), UK politican and prime minister
信义路	信義路	xin4yi4lu4	Xinyi Road
松智路	松智路	song1zhi4lu4	Songzhi Road
一命二运三风水	一命二運三風水	yi2 ming4 er4 yun4 san1 feng1 shui3	fate is most important. luck is second. Feng Shui is third.
加起来	加起來	jia1qi5lai5	add together
咬钱龟	咬錢龜	yao3 qian2 gui1	money-biting turtle
